id,text,true_label,pred_label,p_positive,error_type
ARAL_1402,"Excerpt from report by Uzbek state-owned Television First Channel on 26 November
The Uzbek and Kazakh peoples are linked by centuries-long ties of fraternity, common history and destiny, moral 
and cultural values, linguistic and ritualistic similarities. Today both Uzbekistan and Kazakhstan pay special 
attention to consistently developing partnership relations between the two states. Due to mutual understanding, a 
solid treaty-fixed legal basis and extensive experience from top-level talks, all the necessary conditions and 
foundations have been created for long-term comprehensive and fruitful partnership. Uzbekistan and Kazakhstan 
support regular dialogue within a number of international organizations such as the UN, the SCO [Shanghai 
Cooperation Organization] and the CIS. This makes it possible for our countries to discuss important issues, to 
work out appropriate mechanisms for resolving many issues and to actively develop potential that exists in various 
areas of bilateral cooperation. As the two republics have similar views on a number of issues related to regional 
and international security and socio-economic development, they observe principles of equality, mutual benefit and 
respect for each other's interests. In experts' opinion, Uzbek President Islom Karimov's official visit to the Republic 
of Kazakhstan [on 24-25 November 2014] at the invitation of Kazakh President Nursultan Nazarbayev was of 
crucial importance in deepening the interstate cooperation taking into account our national interests and today's 
requirements.
[Passage omitted: an official welcoming ceremony was held at the Kazakh Akorda palace with guard of honour 
lined up. The two countries' national anthems were played. Then talks on trade and economic cooperation were 
held. There was an exchange of views on regional security and environmental protection]
[Uzbek President Islom Karimov speaking in Russian at a news conference] Esteemed media representatives, 
ladies and gentlemen! First of all, I would like to express sincere gratitude to the president of Kazakhstan, Nursultan 
Nazarbayev, for the invitation to make an official visit to Kazakhstan and for the traditionally hearty welcome given 
to our delegation. I would like to declare my deep satisfaction with the results of today's fruitful and meaningful talks 
which took place in the spirit of openness and trust and showed that our countries' positions are close or coincide 
practically on all the discussed issues of bilateral relations and key problems of regional cooperation and 
international political issues. This visit of Uzbekistan's delegation is a logical and consistent continuation of the 
constructive and thorough dialogue which took place between the presidents in Tashkent in June last year when we 
signed a treaty on strategic partnership between the Republic of Uzbekistan and the Republic of Kazakhstan that 
has already come into effect. The treaty opens a principally new chapter in long-term and mutually advantageous 
relations between our countries and peoples.
At the same time, we are feeling increasingly acutely the negative impact of the ongoing world economic crisis 
period, which in the opinion of so many international experts, is far from being over. All these old and new threats 
Page 2 of 3
Uzbek TV airs special programme on president's visit to Kazakhstan
 
and challenges directly affect the strategic interests of both Kazakhstan and Uzbekistan and, of course, require our 
closer collaboration with the aim of preserving peace, stability and calm in our countries and in the rest of the 
region, ensuring the steady development of the national economies and increasing the peoples' wellbeing. 
Speaking very briefly, at this complicated time, I and Nursultan Abishevich [Nazarbayev] again precisely confirmed 
our common responsibility  for our peoples' and our countries' current situation and future. We both  expressed 
aspirations to step up the work on the coordination of our countries' actions within international and regional 
organizations, and a programme adopted today for cooperation between the foreign ministries for 2015-16 is 
conducive to that. The sides have emphasized that the stabilization of the situation in Afghanistan and the 
achievement of peace in that long-suffering country as soon as possible is of crucial significance on the whole to 
ensuring security and stability in the Central Asian region and far beyond its borders. In this context, we expressed 
support for the Afghan people's efforts for national reconciliation and the peaceful revival of the country and spoke 
out in favour of strengthening the central coordinating role of the UN in international efforts for the resolution of the 
Afghan issue through widely using political and diplomatic methods and instruments.
During the talks, special emphasis was placed on a critical analysis of the current state of and prospects for bilateral 
trade and economic links. I would like to emphasize with satisfaction the dynamic and steady growth of bilateral 
trade which rose by 14 per cent last year and 25 per cent in the first nine months of 2014, and now already exceeds 
3bn dollars. At the same time, we expressed the common opinion that these indicators do not reflect the 
tremendous and ever increasing potential of our economies' mutually complementary nature or potential for the 
expansion of trade and economic cooperation. Here a question might arise: Due to what is this rapid increase in 
trade between Kazakhstan and Uzbekistan? You can see the pace of growth: 14 per cent in 2013 and 25 per cent 
in the first nine months of 2014. I would try to answer this question although it requires quite a serious analysis. 
What factors or what reasons influenced or were conducive to that? My personal opinion is that we started 
understanding each other better. This is the first and very important factor. There might have been some 
circumstances, some kinds of factors and causes, and not only internal but also external causes hindering our 
trade. Any economist who has at least some knowledge of international relations and especially trade and 
economic relations understands very well that if Kazakhstan's economy is juxtaposed onto the economy of 
Uzbekistan or the other way round, that is the economy of Uzbekistan is juxtaposed onto the economy of 
Kazakhstan, if these economies do not duplicate each other, and the structure of Kazakhstan's economy is unique, 
and structural changes have taken place in the territory of Kazakhstan and its economy, these helped new sectors 
come into existence, and moreover, the Kazakhstan's economic growth rates in the past few years, as you 
remember, were not less than 5-6 per cent. This shows that at a time when it was difficult for others to achieve even 
insignificant growth those growth rates [of Kazakhstan] are quite considerable. Uzbekistan is not behind either, and 
in terms of certain parameters is one of the countries not only in the former Soviet territory but also in the world with 
very high growth rates. Over the past 10 years, Uzbek economic growth rates were not less than 8 per cent. I would 
like to say that with these two factors and if these are used properly, we have tremendous opportunities to ensure 
the steady growth of not only our economies but also bilateral trade. There is every opportunity for that. I and 
Nursultan Abishevich came to a unanimous opinion that it is necessary to analyse all the possibilities again and 
again and use those possibilities that are far from being used. I would like to note that we are grateful to our Kazakh 
partners for supporting Uzbekistan's chairmanship at the International Foundation for Saving the Aral Sea and for 
being ready to take joint actions as part of the third phase of the programme of action to provide help to countries 
around the Aral Sea basin, programme of measures for dealing with the aftermath of the Aral Sea disaster adopted 
as an official document at the 68th session of the General Assembly. An agreement has also been reached on 
further developing cultural and humanitarian cooperation within the programme for 2013-15, which undoubtedly is 
the most important factor in bringing the two peoples closer together and helps to strengthen inter-ethnic accord in 
our countries.
I can definitely say that a large number of countries are very attentively watching our meeting and today's talks 
between us and Nursultan Abishevich, of course. And first of all, our peoples, both the Kazakhs and Uzbeks, are 
watching very attentively. And they are very glad when we find mutual understanding on very serious issues. And 
most importantly, everyone cannot but be concerned about the current situation around us, that is near our 
countries and far away, the tension that is, regrettably, not abating but rising. And the closest peoples, the closest 
friends are the Kazakh and the Uzbek nations. They are exactly in this category.Page 3 of 3
Uzbek TV airs special programme on president's visit to Kazakhstan
 
[Passage omitted: people would not understand if they had not met to discuss serious issues. Nursultan 
Nazarbayev said they had discussed a wide range of issues. They also visited a museum]
Source: Uzbek Television First Channel, Tashkent, in Uzbek and Russian 1500 gmt 26 Nov 14
Load-Date: November 27, 2014",N,Y,0.9207897,false_positive
ARAL_12652,"Ashgabat, Turkmenistan, Aug. 24
By Huseyn Hasanov- Trend:
Turkmenistan's Turkmenbashi city hosted a working meeting of heads of environmental agencies of Central Asian countries in anticipation of the summit of heads of the founding states of the International Fund for Saving the Aral Sea (IFAS) on August 24, the Turkmen Foreign Ministry said in a message.
The event covered issues as part of the Interstate Commission on Sustainable Development (ICSD).
The participants considered issues on strengthening the institutional and legal framework for regional cooperation and sustainable development in the field of environmental protection.
Heads of environmental agencies of Central Asian countries reviewed the development of a regional program on environmental protection for the sustainable development of Central Asia, the message said.
Meanwhile, the 74th meeting of the Interstate Commission for Water Coordination (ICWC) of Central Asia was held in the Avaza tourist zone in Turkmenistan.
Heads of water management agencies of Central Asia - ICWC members discussed the implementation of limits and operating regimes of water reservoir cascades for the vegetation period of 2018 along the Sirdaryo and Amudaryo river basins, as well as the preparation of the program to assist the Aral Sea countries (Aral Sea Basin Program, ASBP-4).
The main objectives of this program include improving living conditions of the people in the Aral Sea basin, intensifying cooperation of the countries of Central Asia in solving environmental and socio-economic problems, rational use of water resources and adaptation to climate change.
As part of the meeting, a presentation of the Central Asian regional environmental center on the implementation of the Smart Waters Project in the region and the project's interim results was held, the message said.
Established in the 1990s by Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan and Uzbekistan, IFAS aims to finance joint projects and programs to save the Aral Sea and improve the environmental situation in the Aral Sea region.
IFAS was granted an observer status in the UN General Assembly in December 2008. Ashgabat put forward earlier an initiative to develop a special UN program for the Aral Sea.

Load-Date: August 25, 2018",N,Y,0.987375,false_positive
JORD_35342,"Link to Image 
Link to Story
After years of stalled water infrastructure projects, Israeli and Palestinian water officials finally started meeting again a few months ago, and have now come to an agreement to cooperate on a large project that will provide billions of gallons of new water for Israel, Palestine and Jordan. Seth Siegel in an editorial for the New York Times this month on how the project ties the countries interests together and why their shared geography may help lead to more profound reconciliation. The DailyBrief Must-reads from across Asia - directly to your inbox Comments MENAFN0208201701590000ID1095685304

Load-Date: August 10, 2017",N,Y,0.9263037,false_positive
ARAL_1383,"Climate Central
The Aral Sea has been dying a long, slow death. This summer, another nail was driven into its coffin.
Starting in the 1950s, when Soviet authorities began programs that diverted water from its tributaries, the inland 
lake in Central Asia – once the fourth largest in the world, bigger than Lake Huron – has been shrinking. This 
summer, the eastern lobe of the remnant lake completely dried up for the first time in modern history.
While the diversion of river water is the main culprit behind the gradual but persistent disappearance of the lake, a 
drought in the area finally finished off the disappearing act of one of the lake’s remnants, said            Mathew 
Barlow, an associate professor at the University of Massachusetts, Lowell, who studies the region’s climate.
Source: NASA Earth Observatory
The Aral Sea, situated between Kazakhstan and Uzbekistan, is fed by the Amu Darya and the Syr Darya rivers. 
The water in those rivers is in turn supplied by snows that fall in the winter months in the Pamir and Tien Shen 
Mountains.
“That region really only gets winter precipitation,” Barlow said.
The rivers were diverted by the USSR to provide irrigation for water intensive agriculture like cotton and wheat in 
what is naturally an arid climate, which also ensured much of that diverted water was lost to evaporation. By 1960, 
the lake was already starting to shrink, and by 2010, its surface area had decreased by 88 per cent and it’s volume 
by 92 per cent.
Figure 1: The Aral Sea as it appeared on Aug. 19, 2014, after its southeastern lobe dried up completely for the first 
time in modern history. The image was taken by NASA's Terra satellite.
Source: NASA
“It’s been exponentially decreasing,” Barlow said.
Page 2 of 2
Is climate change finishing off the Aral Sea?
 
As the lake shrank, it separated into a series of smaller lakes, first into a north and south basin, and then into ever-
smaller segments. It also became more susceptible to the vicissitudes of climate, like the drought that hit the 
mountains last winter.
“Only recently has it gotten small enough that year-to-year variations in drought have gotten visible,” Barlow told 
Climate Central.
While some recent years were wet enough to allow a slight expansion of the eastern lobe of the south basin, the 
lack of snows last winter and already diminished nature of the basin set it up to dry out completely.
The basin is “basically desert now,” Barlow said. What were once islands in the middle of the lake are islands no 
longer. The barren sight was caught by NASA’s Terra satellite orbiting overhead.
Barlow and his colleagues are looking into what larger climate forces are behind the drought. He said the drought is 
actually part of a larger regional pattern of drought in the Middle East and Central Asia in recent years, and could 
potentially be connected to factors like El Niño and other similar climate patterns.
“We’re interested in how that all hangs together,” he said.
Figure 3: The Aral Sea as it looked in 1964, before diversions of its two main tributaries for irrigation had caused 
the lake to significantly shrink.
Source: NASA/USGS/U.S. Air Force
Whether this drought will continue is unclear. If the El Niño that is struggling to develop finally emerges in full force 
this winter, Barlow said he would expect it to be a wet season for the region. If the drought continues, some of the 
small areas of water left could shrink further, though Barlow said he could only speculate on what would happen.
The continued desiccation of the lake has had a significant impact on the climate of neighboring countries. Once a 
feature that moderated the area’s climate, the diminished lake now provides an ample source of salt and dust that 
frequently blows onto surrounding lands, and allows for much wider summer-to-winter temperature extremes.
Though Barlow has studied the area for several years, the scale of change at the Aral Sea still impresses him –
 “just the fact that humans have managed to drain the fourth largest lake in the world,” he said.
Originally published by Climate Central. Reproduced with permission. 
Load-Date: October 9, 2014",N,Y,0.9845754,false_positive
SALW_1782,"Jan 11, 2019( Mongabay News: http://news.mongabay.com Delivered by Newstex)  Last month, indigenous Karen communities, the Salween Peace Park Committee, and the Karen Environmental and Social Action Network (KESAN) officially launched the Salween Peace Park in the Mutraw District of Myanmar's Kayin State. A three-day event in mid-December 2018 that featured traditional Karen ceremonies and performances was held to mark the ratification of Salween Peace Park's charter, which was developed by Karen communities to embody their 'aspirations for genuine peace and self-determination, environmental integrity and cultural preservation,' according to a statement. The Salween Peace Park encompasses 5,485 square kilometers (nearly 1.4 million acres) of the Salween River Basin, including more than 340 villages, 139 demarcated Kaw, 27 community forests, four forest reserves, and three wildlife sanctuaries.Last month, indigenous Karen communities, the Salween Peace Park Committee, and the Karen Environmental and Social Action Network (KESAN) officially launched the Salween Peace Park[1] in the Mutraw District of Myanmar's Kayin State. A three-day event in mid-December 2018 that featured traditional Karen ceremonies and performances was held to mark the ratification of Salween Peace Park's charter, which was developed by Karen communities to embody their 'aspirations for genuine peace and self-determination, environmental integrity and cultural preservation,' according to a statement. 
The event also included a memorial service for indigenous leader and environmental activist Saw O Moo, a fierce advocate for the Salween Peace Park who was killed by members of the Myanmar military last year[2].The launch event for the Salween Peace Park featured traditional Karen ceremonies and performances as well as discussions about Karen culture and sustainable livelihoods. Photo Credit: KESAN.The Salween Peace Park is the result of several decades'-worth of grassroots efforts such as the establishment of community forests, the enforcement of fish conservation zones, and the demarcation of 'Kaw,' or traditional indigenous lands. The park initiative was spearheaded by local communities, Karen civil society groups, and Mutraw District leaders in order to protect these community-based efforts as well as 'to demonstrate what truly good governance could be and provide a people-centered alternative to top-down, militarized development,' according to a brief on the Salween Peace Park Charter circulated by KESAN. In particular, the park was created as an alternative to allowing the construction of hydroelectric dams and mining[3] in the Salween River Basin. 'The Salween Peace Park initiative works for the purpose of bringing peace, freedom and security to the area,' Padoh Ten Der, chairman of Mutraw District, said in a statement. 'This is the land of Mutraw Indigenous Karen people. To preserve and protect our existing ancestral land, environment and culture, we established the Salween Peace Park initiative.'[embedded content]The Salween Peace Park encompasses 5,485 square kilometers (nearly 1.4 million acres) of the Salween River Basin, including more than 340 villages, 139 demarcated Kaw, 27 community forests, four forest reserves, and three wildlife sanctuaries. The Salween River, also known as the Thanlwin River and the NuRiver, is important to the cultures and livelihoods of a number of indigenous and ethnic groups in China, Myanmar, and Thailand. Though the region has been subject to decades of conflict between Karen peoples and the Myanmar military, the Salween River Basin in Kayin State is considered one of the most biodiverse areas in the Asia-Pacific region[4], harboring species from the Asiatic black bear and the sun bear to the eastern hoolock gibbon and the Sunda pangolin. A growing body of research has consistently shown that recognizing the claims of indigenous peoples to their traditional territories is one of the most effective ways to protect forests and biodiversity[5]. A 2018 study[6] found that indigenous peoples either own, use, or manage some 38 million square kilometers (nearly 9.4 billion acres) — more than one-fourth of the world's land surface — and that two-thirds of that land is in a 'natural' state[7], which means there are twice as many unspoiled areas in those indigenous-controlled territories as can be found on other lands.The Salween River forms the boundary between Myanmar and Thailand. Myanmar is on the left bank. Photo via Wikimedia Commons[8], licensed under CC BY-SA 3.0[9].CITATION • Garnett, S. T. et al. (2018). A spatial overview of the global importance of Indigenous lands for conservation. Nature Sustainability. doi:10.1038/s41893-018-0100-6[10]Community Forests[11], Community-based Conservation[12], Conflict[13], Conservation[14], Environment[15], Indigenous Communities[16], Indigenous Peoples[17], Indigenous Reserves[18], Indigenous Rights[19], Parks[20], Social Conflict[21] [ 1]: http://www.kesan.asia/index.php/programs/salween-peace-park-initiative [ 2]:            https://news.mongabay.com/2018/04/indigenous-environmental-activist-killed-in-myanmar/ [ 3]:            https://www.iccaconsortium.org/index.php/2017/04/14/the-salween-peace-park-a-place-for-all-living-things-to-share-peacefully/ [ 4]:            https://news.mongabay.com/2016/12/karen-people-call-for-a-peace-park-instead-of-big-hydropower-in-their-homeland/ [ 5]:            https://news.mongabay.com/2018/07/investing-in-indigenous-communities-most-efficient-way-to-protect-forests-report-finds/ [ 6]:            https://doi.org/10.1038/s41893-018-0100-6 [ 7]:            https://news.mongabay.com/2018/07/indigenous-peoples-control-one-quarter-of-worlds-land-surface-two-thirds-of-that-land-is-essentially-natural/ [ 8]:            https://en.wikipedia.org/wiki/Salween_River#/media/File:Salawin_river_at_Mae_Sam_Laep.jpg [ 9]:            https://creativecommons.org/licenses/by-sa/3.0 [ 10]:            https://doi.org/10.1038/s41893-018-0100-6 [ 11]:            https://news.mongabay.com/list/community-forests/ [ 12]:            https://news.mongabay.com/list/community-based-conservation/ [ 13]:            https://news.mongabay.com/list/conflict/ [ 14]:            https://news.mongabay.com/list/conservation/ [ 15]:            https://news.mongabay.com/list/environment/ [ 16]:            https://news.mongabay.com/list/indigenous-communities/ [ 17]:            https://news.mongabay.com/list/indigenous-peoples/ [ 18]:            https://news.mongabay.com/list/indigenous-reserves/ [ 19]:            https://news.mongabay.com/list/indigenous-rights/ [ 20]:            https://news.mongabay.com/list/parks/ [ 21]:            https://news.mongabay.com/list/social-conflict/ 

Load-Date: January 12, 2019",N,Y,0.6022955,false_positive
JORD_65730,"Green Prophet goes on another water trip with Friends of the Earth and guests from Sri Lanka. 
""Even sewage has a national flag,"" said Gidon Bromberg, co-director and co-founder of Eco-Peace/Friends of the Earth Middle East (FoEME). Israel Director of the organization for 18 years, Bromberg says he's seen how natural resources, like water, and even human waste, have become political tools in the Middle East regional conflict. A sewage treatment plant that was built for West Jerusalem, for example, does not treat the sewage from East Jerusalem. His goal: to use these very environmental tools to instead find common goals and connection and to build peace.
With water being one of the central environmental issues that the Middle East faces, Bromberg has also created Good Water Neighbors, a project of FoEME that focuses on shared use and protection of local water resources, like the Sea of Galilee, the Jordan River, and the Dead Sea.
Besides lobbying the government of Israel, Palestine and Jordan to stop diverting freshwater from the Galilee and to stop letting sewage spew into the Jordan River, the organization has built an environmental education center in the West Bank village of Auja, run by a local University of Bethlehem graduate, Fadi Jueejat. There Palestinian students learn about recycling of grey water and water conservation in a colorful center surrounded by a playground, benches made of recycled materials and old tires and an organic vegetable and herb garden.
The organization has gained international recognition for being an eco-peace project that uses water pollution issues to bridge national and religous divides. This Sunday, Good Water Neighbors hosted Dr. Vinya Ariyaratne, General Secretary of Sarvodaya, a Sri Lankan non-profit that is working to rebuild the war-torn North and East regions of Sri Lanka. The trip was funded by Tag, an international development non-profit that has helped Sarvodaya build an ecological education center very similar to the one in Auja.
""Any environmental hazard will eventually get to the groundwater,"" said educator Gilat Partana to the assembled group on Sunday, which included Ariyaratne, his wife, son, daughter, and mother-in-law. Partana is an educator that directs Good Water Neighbors' educational program in West Jerusalem. She, along with a counterpart in Jordan and in Palestine, has created a curriculum that encourages students to act like detectives and directly explore the water problems in their region, using some of the latest technology to map out environmental hazards and find their coordinates with a GIS system.
The children from East and West Jerusalem are then encouraged to meet one another, comparing the maps they've created and discussing together the joint environmental hazards.
""Maybe water and environment is just an excuse for breaking stereotypes,"" she said. ""Afterwards they are on facebook together.""
She explained that a third of Jerusalem's sewage, mostly from the Eastern part, flows directly into the nearby valley where it is building up untreated and slowly contaminating the local ecosystem. Without coooperation from the Palestinian leadership, not much can be done.
New playground in Auja
But with a heated Israeli-Palestinian conflict raging, issues of water and sewage often take a backseat, something Good Water Neighbors is fighting to change. In the current status quo, Israel takes 80% of the country's freshwater, while only 20% flows to Palestine, accoding to Bromberg. Those numbers were decided in a temporary fashion at the Oslo Accords over 15 years ago, with the expectation that the figures would be renegotiated and Palestinians would eventually receive a modern water system like Israelis have. But when Oslo fell through, the numbers stayed put, something that is ""shooting the interests of both people in the foot,"" Bromberg said.
Currently, all West Bank water projects need approval from a joint Israeli-Palestinian water authority, but Bromberg is hoping to change that, claiming that any bilateral agreement could not possible by fair with one of the countries occupying the other. His organization has proposed a new accord that seeks to solve the water crisis even before a political agreement is reached. It includes a proposal for third-party oversight and other best practices that have been developed over the yers by neighboring countries around the world that have shared water resources.
Good Water Neighbors is currently active in 11 different Palestinian communities and is mostly receiving international funding. Local governments have been slow to fund the effort or to respond to its calls-although Israel did agree to stop letting sewage flow into the Jordan, an effort that should have the river (an increasingly important tourist attraction for religious Christians wishing to be baptized where Jesus was) cleaner over the coming years.
""It's really exciting that these years of effort have really produced international interest in the work we've done,"" Bromberg said.
All images credited to Adam Masser.

Load-Date: April 24, 2012",N,Y,0.6526843,false_positive
LKCH_840,"The project includes the following components: a) rehabilitation of the hydroelectric Lagdo located in the northern part of Cameroon to increase production, and B) Construction of a first section of transmission line power HT and associated works between the city of Maroua in Cameroon and N%Djamena in Chad (250 km) to evacuate power to Ndjamena. C) Construction of the junction line HT transmission and associated facilities between the town of Maroua and Ngaoundere (414 km) to allow Chad to convey a portion of the energy from the hydroelectric power Warak located south of the Adamawa when it is commissioned. D) Construction of the hydropower plant at Warak Bini, E) Construction and Expansion of MV / LV networks, connections and public lighting; F) Measures to mitigate environmental and social impacts; F) Completion of preliminary design studies Detailed studies and environmental impact of hydroelectric power to Warak Bini and lines. G) Administration and Project Management. 
The project%s specific objective is to ensure balance between supply and demand of electricity in Cameroon and Chad and to provide access to electricity for people in the project area in a subregional context. 
Reference: P-Z1-028-FA0 
Appraisal Date: 15/06/2011 
Board Presentation: 15/11/2011 
Status: Pipeline 
Implementing Agency: SECRETARIAT GENERAL ECCAS 
Country: Multinational 
Location: Territories of Cameroon and Chad 
Sector: Energy  Power 
Estimated Project Cost : UAC 277,400,000

country :Gabon
Ltd.

Load-Date: June 10, 2011",N,Y,0.7126323,false_positive
,"June 06, 2016 Industrial dischargers from a wide range of sectors are calling for EPA to clarify that fish tissue values in its pending final selenium water quality criteria are intended to take priority for regulatory purposes over water column values, urging the agency to include the clarification in planned draft guidance on implementing the criteria.
""We've had productive discussions with EPA about those issues,"" one industry official says of the upcoming implementation guide. ""They [EPA] need to think through these implementation issues very carefully.""
Industry last fall asked EPA to develop draft implementation guidance and take public comment before finalizing the selenium criteria, but the agency has indicated it intends to issue both at the same time, the source says.
The agency has previously said it plans to issue the final criteria some time this spring, which ends June 21, and a second industry source says, ""latest I know is that we will see the final criterion some time this summer.""
EPA took comment on the latest draft version of its criteria, which revised earlier versions from 2014 and 2004, through Oct. 30. In a related support document it said ""addressing all of the issues mentioned (as well as others) in its development of technical support documents that will aid in the implementation of the selenium criteria.""
The agency is in the process of updating its national recommended chronic aquatic life criteria for selenium in freshwater to reflect the latest scientific information. The agency says the data support adoption of fish tissue values because data indicates that selenium toxicity to aquatic life is primarily driven by organisms consuming selenium-contaminated food rather than by being directly exposed to selenium dissolved in water.
Under the Clean Water Act, EPA adopts risk-based water quality criteria that set a safe concentration level for contaminants in water to protect human health and aquatic life. States then craft their own enforceable water quality standards (WQS) and other regulatory limits based on the criteria, though regulators can, with the agency's eventual approval, modify the criteria or adopt other measures using scientifically defensible methods.
The agency's current selenium criteria, adopted in 1987, set traditional water column concentration values of 5 micrograms per Liter (ug/L) for chronic exposures and 20 ug/L for acute exposures.
Industries including the coal sector, state regulators, and many others, and state regulators have long urged EPA to adopt fish-tissue based measures, arguing they better account for site-specific conditions. In 2004, the Bush EPA proposed a new approach, setting a criteria based on fish-tissue levels of 7.91 ug/gram/ dry weight, but it was eventually shelved due to criticisms from environmentalists and the Fish & Wildlife Service (FWS).
The latest draft of the criteria revises a 2014 proposal that was based solely on fish tissue, but environmentalists raised concerns that the fish tissue numbers are difficult to enforce. The new draft allows for limits based on water column values in ""fishless"" waterbodies or those where selenium discharges have recently increased.
The revised draft criteria includes new fish egg/ovary values of 15.8 milligrams per kilogram (mg/kg) of bodyweight and 8 mg/kg for whole body fish tissue or 11.3 mg/kg for muscle. The agency's earlier 2014 criteria would have set values of 15.2 mg/kg for egg/ovaries and 8.1 mg/kg for whole body fish tissue or 11.8 mg/kg for muscle tissue.
The water column values for the revised criteria are 1.2 micrograms per Liter (ug/L) for lentic aquatic systems, or standing water, and 3.1 ug/L for lotic, or flowing, waters, compared to the 2014 draft criteria of 1.3 ug/L for lentic systems and 4.8 ug/L for lotic systems.
Revised Criteria
The agency's revised criteria is slightly more conservative for some values, such as the chronic water column criteria and slightly less stringent in others, such as the concentration for selenium in fish eggs or ovaries.
But the agency outlined two specific cases in which the water column numbers should be used. The new draft criteria would allow the water column values, which are based on dissolved total selenium, to ""have primacy over fish tissue values under two circumstances: fishless waters where fish have been extirpated or where physical habitat or flow regime cannot sustain fish,"" and ""New or increased inputs of selenium until equilibrium is reached.""
The new conditions are a change from the earlier draft criteria, which said only that fish tissue elements be given precedence over the water column elements when both types of data are available.
""The biggest issue is probably that the critical thing is that the fish tissue number be the key number, and that other column information is of a lower priority,"" the first industry official says.
Industry is urging EPA to clarify that if fish tissue values are obtained, ""then you're done, its OK, that egg/ ovary numbers are the critical test,"" the source says.
EPA says in the draft criteria that protective WQS should adopt all four values, but that the fish tissue criteria ""overrides"" water column or whole body or muscle values when all types of data are measured, ""except in certain situations,"" such as ""fishless"" waters or where discharges have recently increased.
The industry source says the language in the draft document is ""ambiguous"" and that EPA ""needs to be really clear about that, they can't be fuzzy on that. . . . It's a straightforward idea, and I think the agency gets it, but the statements have not been clear."" -- Bridget DiCosmo (bdicosmo@iwpnews.com)

Load-Date: June 8, 2016",N,Y,0.59643316,false_positive
JORD_63441,"Israel's Energy Minister, Yisrael Katz, was in Abu Dhabi on Monday discussing ""optimal ways"" to advance the UAE-brokered water-for-electricity project between Israel and Jordan with his counterparts.
""The sides discussed the optimal ways to advance the final stages of the regional Prosperity Initiative,"" a release said. As per the plan, Israel will sell Jordan 200 million cubic meters of desalinated water annually in exchange for purchasing green electricity from a UAE-built solar field in Jordan.
Katz, slated to become foreign minister within the year, is the first Israeli minister to visit the UAE since the Netanyahu government came to power in December.

As per a revised memorandum of understanding inked by the three nations in the previous November at the United Nations Climate Change Conference in Sharm El-Sheikh, concrete advancements must be achieved by the upcoming COP28 conference scheduled for November in Dubai.
At COP28, Israel, the UAE, Jordan and the US are expected to sign a binding agreement. The release said the final details of that agreement were decided on at the meeting.
 Energy Minister Yisrael Katz and Prime Minister's Office Director-General Yossi Shelley in the UAE on August 14, 2023. (credit: Oded Karni (GPO))
The MOU was based on a proposal by the NGO EcoPeace.
Who attended the meeting?
The meeting was attended by Katz, Prime Minister's Office Director-General Yossi Shelley, UAE Minister of Industry and Advanced Technology Dr. Sultan bin Ahmed Al Jaber, Jordanian Minister of Energy and Natural Resources Dr. Saleh A. Al-Kharabsheh, Jordanian Minister of Water and Irrigation Muhammad Jamil Musa Al-Najjar, Jordanian Minister of Environment Muawieh Khalid Radaideh and US Senior Advisor in the Office of the Special Presidential Envoy for Climate David Livingston.
Others present included Energy and Infrastructure Ministry Director General Kobi Blitstein, Energy and Infrastructure Ministry Deputy Director General Barak Naftali, Israeli Ambassador to the UAE Amir Shavit, Water Authority Director Yechezkel Lifshitz, Prosperity Agreements Project Director Brig.-Gen. (Ret.) Asher Ben-Lulu and Masdar CEO Mohamed Jameel Al Ramahi.

Load-Date: August 15, 2023",N,Y,0.89912134,false_positive
JORD_71137,"Aqaba, February 21, 2025, SPA -- Minister of Environment, Water and Agriculture Abdulrahman Alfadley held bilateral meetings with environment ministers and officials during the 21st ministerial council of the Regional Organization for the Conservation of the Environment of the Red Sea and Gulf of Aden (PERSGA), hosted by Jordan in Aqaba. Minister Alfadley met with Jordanian Minister of Environment Dr. Muawiya Radaideh to discuss cooperation on shared environmental issues, particularly marine conservation. He also spoke with Egyptian Environment Minister Dr. Yasmine Fouad on the same topic. During the PERSGA meeting, Saudi Arabia signed a protocol for regional cooperation in fisheries management and marine aquaculture in the Red Sea and Gulf of Aden, reinforcing regional collaboration on marine environmental challenges and resource preservation. -- SPA 23:37 Local Time 20:37 GMT 0043
Link to Image

Load-Date: February 21, 2025",N,Y,0.8193158,false_positive
